"TIME","GEO","SPECIES","SPECIES_LABEL","FISHREG","UNIT","Value","Flag and Footnotes"
"2012","Sweden","F00","All aquatic organisms","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","F01","Aquatic animals","Atlantic, Northeast","Tonnes live weight","150 119.3",""
"2012","Sweden","F01","Aquatic animals","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","F01","Aquatic animals","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","F01","Aquatic animals","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","F01","Aquatic animals","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","F10","Freshwater fishes","Atlantic, Northeast","Tonnes live weight","142.1",""
"2012","Sweden","F10","Freshwater fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","F10","Freshwater fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","F10","Freshwater fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","F10","Freshwater fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","F30","Marine fishes","Atlantic, Northeast","Tonnes live weight","144 746",""
"2012","Sweden","F30","Marine fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","F30","Marine fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","F30","Marine fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","F30","Marine fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","F37","Miscellaneous pelagic fishes","Atlantic, Northeast","Tonnes live weight","4 565.4",""
"2012","Sweden","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast","Tonnes live weight","13 483",""
"2012","Sweden","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast","Tonnes live weight","66 967.7",""
"2012","Sweden","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","HKE","European hake - Merluccius merluccius","Atlantic, Northeast","Tonnes live weight","57.2",""
"2012","Sweden","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast","Tonnes live weight","4 564.3",""
"2012","Sweden","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast","Tonnes live weight","268.3",""
"2012","Sweden","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast","Tonnes live weight","50 697.2",""
"2012","Sweden","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast","Tonnes live weight","3.3",""
"2012","Sweden","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Sweden","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Sweden","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Sweden","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Sweden","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Sweden","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","F00","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","613 966.8",""
"2012","United Kingdom","F00","All aquatic organisms","Atlantic, Northeast / 27.1","Tonnes live weight","5 409.9",""
"2012","United Kingdom","F00","All aquatic organisms","Atlantic, Northeast / 27.1.a","Tonnes live weight","865.7",""
"2012","United Kingdom","F00","All aquatic organisms","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 544.2",""
"2012","United Kingdom","F00","All aquatic organisms","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","F01","Aquatic animals","Atlantic, Northeast","Tonnes live weight","613 966.8",""
"2012","United Kingdom","F01","Aquatic animals","Atlantic, Northeast / 27.1","Tonnes live weight","5 409.9",""
"2012","United Kingdom","F01","Aquatic animals","Atlantic, Northeast / 27.1.a","Tonnes live weight","865.7",""
"2012","United Kingdom","F01","Aquatic animals","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 544.2",""
"2012","United Kingdom","F01","Aquatic animals","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","F10","Freshwater fishes","Atlantic, Northeast","Tonnes live weight",":",""
"2012","United Kingdom","F10","Freshwater fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","F10","Freshwater fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","F10","Freshwater fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","F10","Freshwater fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","F30","Marine fishes","Atlantic, Northeast","Tonnes live weight","456 568",""
"2012","United Kingdom","F30","Marine fishes","Atlantic, Northeast / 27.1","Tonnes live weight","4 211.5",""
"2012","United Kingdom","F30","Marine fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","F30","Marine fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 211.5",""
"2012","United Kingdom","F30","Marine fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","F37","Miscellaneous pelagic fishes","Atlantic, Northeast","Tonnes live weight","185 131.2",""
"2012","United Kingdom","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast","Tonnes live weight","50.9",""
"2012","United Kingdom","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast","Tonnes live weight","25 479.5",""
"2012","United Kingdom","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1","Tonnes live weight","4 075.5",""
"2012","United Kingdom","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 075.5",""
"2012","United Kingdom","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast","Tonnes live weight","90 418.8",""
"2012","United Kingdom","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","HKE","European hake - Merluccius merluccius","Atlantic, Northeast","Tonnes live weight","8 321.4",""
"2012","United Kingdom","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","United Kingdom","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","United Kingdom","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast","Tonnes live weight","168 476.2",""
"2012","United Kingdom","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","MAC","Atlantic mackerel - Scomber scombrus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast","Tonnes live weight","4 422.8",""
"2012","United Kingdom","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","PIL","European pilchard(=Sardine) - Sardina pilchardus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast","Tonnes live weight","18 742.2",""
"2012","United Kingdom","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","PLE","European plaice - Pleuronectes platessa","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast","Tonnes live weight",":",""
"2012","United Kingdom","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","SKJ","Skipjack tuna - Katsuwonus pelamis","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast","Tonnes live weight","7 283.9",""
"2012","United Kingdom","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","SPR","European sprat - Sprattus sprattus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast","Tonnes live weight","9 170.8",""
"2012","United Kingdom","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","WHB","Blue whiting (=Poutassou) - Micromesistius poutassou","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","United Kingdom","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast","Tonnes live weight",":",""
"2012","United Kingdom","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","United Kingdom","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","United Kingdom","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","United Kingdom","YFT","Yellowfin tuna - Thunnus albacares","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","F00","All aquatic organisms","Atlantic, Northeast","Tonnes live weight","1 452 331.7",""
"2012","Iceland","F00","All aquatic organisms","Atlantic, Northeast / 27.1","Tonnes live weight","4 506",""
"2012","Iceland","F00","All aquatic organisms","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","F00","All aquatic organisms","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 506",""
"2012","Iceland","F00","All aquatic organisms","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","F01","Aquatic animals","Atlantic, Northeast","Tonnes live weight","1 452 331.7",""
"2012","Iceland","F01","Aquatic animals","Atlantic, Northeast / 27.1","Tonnes live weight","4 506",""
"2012","Iceland","F01","Aquatic animals","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","F01","Aquatic animals","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 506",""
"2012","Iceland","F01","Aquatic animals","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","F10","Freshwater fishes","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Iceland","F10","Freshwater fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","F10","Freshwater fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","F10","Freshwater fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","F10","Freshwater fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","F30","Marine fishes","Atlantic, Northeast","Tonnes live weight","1 437 945.04",""
"2012","Iceland","F30","Marine fishes","Atlantic, Northeast / 27.1","Tonnes live weight","4 465",""
"2012","Iceland","F30","Marine fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","F30","Marine fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight","4 465",""
"2012","Iceland","F30","Marine fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","F37","Miscellaneous pelagic fishes","Atlantic, Northeast","Tonnes live weight","738 042.02",""
"2012","Iceland","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","F37","Miscellaneous pelagic fishes","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Iceland","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","ANE","European anchovy - Engraulis encrasicolus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast","Tonnes live weight","204 952",""
"2012","Iceland","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1","Tonnes live weight","3 843",""
"2012","Iceland","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1.b","Tonnes live weight","3 843",""
"2012","Iceland","COD","Atlantic cod - Gadus morhua","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast","Tonnes live weight","193 319",""
"2012","Iceland","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","HER","Atlantic herring - Clupea harengus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","HKE","European hake - Merluccius merluccius","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Iceland","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","HKE","European hake - Merluccius merluccius","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Iceland","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","HMM","Mediterranean horse mackerel - Trachurus mediterraneus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
"2012","Iceland","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast","Tonnes live weight",":",""
"2012","Iceland","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1","Tonnes live weight",":",""
"2012","Iceland","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.a","Tonnes live weight",":",""
"2012","Iceland","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1.b","Tonnes live weight",":",""
"2012","Iceland","HOM","Atlantic horse mackerel - Trachurus trachurus","Atlantic, Northeast / 27.1 (not specified)","Tonnes live weight",":",""
