TIME,GEO,SPECIES,FISHREG,Value
2014,Denmark,All aquatic organisms,Total fishing areas,745019.28
2014,Denmark,"Salmons, trouts, smelts",Total fishing areas,171.29
2014,Denmark,"Cods, hakes, haddocks",Total fishing areas,97763.41
2014,Denmark,"Herrings, sardines, anchovies",Total fishing areas,326940.41
2014,Denmark,European sprat - Sprattus sprattus,Total fishing areas,190354.34
2014,Germany (until 1990 former territory of the FRG),All aquatic organisms,Total fishing areas,216165.87
2014,Germany (until 1990 former territory of the FRG),"Salmons, trouts, smelts",Total fishing areas,34
2014,Germany (until 1990 former territory of the FRG),"Cods, hakes, haddocks",Total fishing areas,51765.46
2014,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,70048.44
2014,Germany (until 1990 former territory of the FRG),"Tunas, bonitos, billfishes",Total fishing areas,5.66
2014,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,11709.57
2014,Estonia,All aquatic organisms,Total fishing areas,66103.39
2014,Estonia,"Salmons, trouts, smelts",Total fishing areas,279.83
2014,Estonia,"Cods, hakes, haddocks",Total fishing areas,1443.44
2014,Estonia,"Herrings, sardines, anchovies",Total fishing areas,51628.32
2014,Estonia,European sprat - Sprattus sprattus,Total fishing areas,28498.26
2014,Ireland,All aquatic organisms,Total fishing areas,276847.16
2014,Ireland,"Cods, hakes, haddocks",Total fishing areas,38780.84
2014,Ireland,"Herrings, sardines, anchovies",Total fishing areas,27047.42
2014,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,2506.74
2014,Ireland,European sprat - Sprattus sprattus,Total fishing areas,2991.12
2014,Greece,All aquatic organisms,Total fishing areas,60318.83
2014,Greece,"Cods, hakes, haddocks",Total fishing areas,3774.11
2014,Greece,"Herrings, sardines, anchovies",Total fishing areas,19374.76
2014,Greece,"Tunas, bonitos, billfishes",Total fishing areas,3955.97
2014,Greece,European sprat - Sprattus sprattus,Total fishing areas,29.18
2014,Spain,All aquatic organisms,Total fishing areas,1108830.4
2014,Spain,"Salmons, trouts, smelts",Total fishing areas,2.5
2014,Spain,"Cods, hakes, haddocks",Total fishing areas,178989.93
2014,Spain,"Herrings, sardines, anchovies",Total fishing areas,92119.34
2014,Spain,"Tunas, bonitos, billfishes",Total fishing areas,375645.35
2014,Spain,European sprat - Sprattus sprattus,Total fishing areas,0.09
2014,France,All aquatic organisms,Total fishing areas,543525.28
2014,France,"Salmons, trouts, smelts",Total fishing areas,59.46
2014,France,"Cods, hakes, haddocks",Total fishing areas,110636.61
2014,France,"Herrings, sardines, anchovies",Total fishing areas,62993.24
2014,France,"Tunas, bonitos, billfishes",Total fishing areas,111724.99
2014,France,European sprat - Sprattus sprattus,Total fishing areas,3.81
2014,Croatia,All aquatic organisms,Total fishing areas,78928.48
2014,Croatia,"Cods, hakes, haddocks",Total fishing areas,1091.45
2014,Croatia,"Herrings, sardines, anchovies",Total fishing areas,64427.02
2014,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,534.92
2014,Croatia,European sprat - Sprattus sprattus,Total fishing areas,42.82
2014,Italy,All aquatic organisms,Total fishing areas,177018.6
2014,Italy,"Cods, hakes, haddocks",Total fishing areas,10748
2014,Italy,"Herrings, sardines, anchovies",Total fishing areas,58054.1
2014,Italy,"Tunas, bonitos, billfishes",Total fishing areas,8606.4
2014,Italy,European sprat - Sprattus sprattus,Total fishing areas,138.8
2014,Cyprus,All aquatic organisms,Total fishing areas,1248.69
2014,Cyprus,"Cods, hakes, haddocks",Total fishing areas,8.86
2014,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,3.08
2014,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,493.52
2014,Latvia,All aquatic organisms,Total fishing areas,119293.15
2014,Latvia,"Salmons, trouts, smelts",Total fishing areas,1529.48
2014,Latvia,"Cods, hakes, haddocks",Total fishing areas,2113.5
2014,Latvia,"Herrings, sardines, anchovies",Total fishing areas,64187.9
2014,Latvia,"Tunas, bonitos, billfishes",Total fishing areas,29.8
2014,Latvia,European sprat - Sprattus sprattus,Total fishing areas,30760.8
2014,Lithuania,All aquatic organisms,Total fishing areas,148842.76
2014,Lithuania,"Salmons, trouts, smelts",Total fishing areas,35.19
2014,Lithuania,"Cods, hakes, haddocks",Total fishing areas,6362.3
2014,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,58449.84
2014,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,523.14
2014,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,9679.23
2014,Malta,All aquatic organisms,Total fishing areas,2402.55
2014,Malta,"Cods, hakes, haddocks",Total fishing areas,29.22
2014,Malta,"Herrings, sardines, anchovies",Total fishing areas,57.48
2014,Malta,"Tunas, bonitos, billfishes",Total fishing areas,617.1
2014,Malta,European sprat - Sprattus sprattus,Total fishing areas,56.98
2014,Netherlands,All aquatic organisms,Total fishing areas,375441.3
2014,Netherlands,"Salmons, trouts, smelts",Total fishing areas,70.3
2014,Netherlands,"Cods, hakes, haddocks",Total fishing areas,42189.1
2014,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,158059.4
2014,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,65.5
2014,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,2774.4
2014,Poland,All aquatic organisms,Total fishing areas,169574.36
2014,Poland,"Salmons, trouts, smelts",Total fishing areas,197.77
2014,Poland,"Cods, hakes, haddocks",Total fishing areas,19502.84
2014,Poland,"Herrings, sardines, anchovies",Total fishing areas,89719.83
2014,Poland,"Tunas, bonitos, billfishes",Total fishing areas,20.54
2014,Poland,European sprat - Sprattus sprattus,Total fishing areas,58588.18
2014,Portugal,All aquatic organisms,Total fishing areas,177231.04
2014,Portugal,"Cods, hakes, haddocks",Total fishing areas,16129.7
2014,Portugal,"Herrings, sardines, anchovies",Total fishing areas,16964.77
2014,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,15939.48
2014,Romania,All aquatic organisms,Total fishing areas,2199.52
2014,Romania,"Cods, hakes, haddocks",Total fishing areas,0.29
2014,Romania,"Herrings, sardines, anchovies",Total fishing areas,144.33
2014,Romania,European sprat - Sprattus sprattus,Total fishing areas,84.98
2014,Slovenia,All aquatic organisms,Total fishing areas,246.53
2014,Slovenia,"Cods, hakes, haddocks",Total fishing areas,19.34
2014,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,113.45
2014,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2014,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,1.85
2014,Finland,All aquatic organisms,Total fishing areas,153487.76
2014,Finland,"Salmons, trouts, smelts",Total fishing areas,2561.17
2014,Finland,"Cods, hakes, haddocks",Total fishing areas,376.26
2014,Finland,"Herrings, sardines, anchovies",Total fishing areas,142497.69
2014,Finland,European sprat - Sprattus sprattus,Total fishing areas,11812.6
2014,Sweden,All aquatic organisms,Total fishing areas,171889.2
2014,Sweden,"Salmons, trouts, smelts",Total fishing areas,2178.7
2014,Sweden,"Cods, hakes, haddocks",Total fishing areas,8842.2
2014,Sweden,"Herrings, sardines, anchovies",Total fishing areas,132197.1
2014,Sweden,European sprat - Sprattus sprattus,Total fishing areas,51376.7
2014,United Kingdom,All aquatic organisms,Total fishing areas,751979.05
2014,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,6.35
2014,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,139822.62
2014,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,107275.6
2014,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,366.14
2014,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,4935.87
2014,Iceland,All aquatic organisms,Total fishing areas,1080292
2014,Iceland,"Cods, hakes, haddocks",Total fishing areas,526547
2014,Iceland,"Herrings, sardines, anchovies",Total fishing areas,157977
2014,Iceland,"Tunas, bonitos, billfishes",Total fishing areas,31
2014,Norway,All aquatic organisms,Total fishing areas,2134963.89
2014,Norway,"Salmons, trouts, smelts",Total fishing areas,219.38
2014,Norway,"Cods, hakes, haddocks",Total fishing areas,1177275.46
2014,Norway,"Herrings, sardines, anchovies",Total fishing areas,418028.12
2014,Norway,"Tunas, bonitos, billfishes",Total fishing areas,0.11
2014,Norway,European sprat - Sprattus sprattus,Total fishing areas,10724.62
2014,Turkey,All aquatic organisms,Total fishing areas,266077.6
2014,Turkey,"Cods, hakes, haddocks",Total fishing areas,10208.9
2014,Turkey,"Herrings, sardines, anchovies",Total fishing areas,156165.1
2014,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,20886.1
2014,Turkey,European sprat - Sprattus sprattus,Total fishing areas,41647.9
2015,European Union (current composition),All aquatic organisms,Total fishing areas,5144219.37
2015,European Union (current composition),"Cods, hakes, haddocks",Total fishing areas,765642.96
2015,European Union (current composition),"Herrings, sardines, anchovies",Total fishing areas,1636321.49
2015,Belgium,All aquatic organisms,Total fishing areas,24462.5
2015,Belgium,"Cods, hakes, haddocks",Total fishing areas,2501.8
2015,Belgium,"Herrings, sardines, anchovies",Total fishing areas,19.5
2015,Bulgaria,All aquatic organisms,Total fishing areas,8746.6
2015,Bulgaria,"Cods, hakes, haddocks",Total fishing areas,0.2
2015,Bulgaria,"Herrings, sardines, anchovies",Total fishing areas,3310.9
2015,Bulgaria,"Tunas, bonitos, billfishes",Total fishing areas,7.7
2015,Bulgaria,European sprat - Sprattus sprattus,Total fishing areas,3297
2015,Denmark,All aquatic organisms,Total fishing areas,868890.1
2015,Denmark,"Salmons, trouts, smelts",Total fishing areas,141.36
2015,Denmark,"Cods, hakes, haddocks",Total fishing areas,99568.51
2015,Denmark,"Herrings, sardines, anchovies",Total fishing areas,444360.07
2015,Denmark,"Tunas, bonitos, billfishes",Total fishing areas,0.58
2015,Denmark,European sprat - Sprattus sprattus,Total fishing areas,302821.17
2015,Germany (until 1990 former territory of the FRG),All aquatic organisms,Total fishing areas,251268.44
2015,Germany (until 1990 former territory of the FRG),"Salmons, trouts, smelts",Total fishing areas,56.64
2015,Germany (until 1990 former territory of the FRG),"Cods, hakes, haddocks",Total fishing areas,50875.81
2015,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,99969.93
2015,Germany (until 1990 former territory of the FRG),"Tunas, bonitos, billfishes",Total fishing areas,5.65
2015,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,13995.83
2015,Estonia,All aquatic organisms,Total fishing areas,70753.3
2015,Estonia,"Salmons, trouts, smelts",Total fishing areas,476.52
2015,Estonia,"Cods, hakes, haddocks",Total fishing areas,1341.67
2015,Estonia,"Herrings, sardines, anchovies",Total fishing areas,56271.06
2015,Estonia,European sprat - Sprattus sprattus,Total fishing areas,23953.57
2015,Ireland,All aquatic organisms,Total fishing areas,234772.08
2015,Ireland,"Cods, hakes, haddocks",Total fishing areas,41169.93
2015,Ireland,"Herrings, sardines, anchovies",Total fishing areas,29948.65
2015,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,2398.38
2015,Ireland,European sprat - Sprattus sprattus,Total fishing areas,10370.95
2015,Greece,All aquatic organisms,Total fishing areas,64431.32
2015,Greece,"Cods, hakes, haddocks",Total fishing areas,3679.3
2015,Greece,"Herrings, sardines, anchovies",Total fishing areas,22723.68
2015,Greece,"Tunas, bonitos, billfishes",Total fishing areas,2716.53
2015,Greece,European sprat - Sprattus sprattus,Total fishing areas,35.38
2015,Spain,All aquatic organisms,Total fishing areas,901511.86
2015,Spain,"Salmons, trouts, smelts",Total fishing areas,1.93
2015,Spain,"Cods, hakes, haddocks",Total fishing areas,176748.9
2015,Spain,"Herrings, sardines, anchovies",Total fishing areas,88871.04
2015,Spain,"Tunas, bonitos, billfishes",Total fishing areas,240450.43
2015,Spain,European sprat - Sprattus sprattus,Total fishing areas,0.06
2015,France,All aquatic organisms,Total fishing areas,497435.05
2015,France,"Salmons, trouts, smelts",Total fishing areas,71.13
2015,France,"Cods, hakes, haddocks",Total fishing areas,114115
2015,France,"Herrings, sardines, anchovies",Total fishing areas,57097.84
2015,France,"Tunas, bonitos, billfishes",Total fishing areas,108683.96
2015,France,European sprat - Sprattus sprattus,Total fishing areas,1.25
2015,Croatia,All aquatic organisms,Total fishing areas,72263.88
2015,Croatia,"Cods, hakes, haddocks",Total fishing areas,930.1
2015,Croatia,"Herrings, sardines, anchovies",Total fishing areas,62521.52
2015,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,570.3
2015,Croatia,European sprat - Sprattus sprattus,Total fishing areas,42.48
2015,Italy,All aquatic organisms,Total fishing areas,191633.7
2015,Italy,"Cods, hakes, haddocks",Total fishing areas,10879.7
2015,Italy,"Herrings, sardines, anchovies",Total fishing areas,66847.4
2015,Italy,"Tunas, bonitos, billfishes",Total fishing areas,12218.9
2015,Italy,European sprat - Sprattus sprattus,Total fishing areas,82.9
2015,Cyprus,All aquatic organisms,Total fishing areas,1475.25
2015,Cyprus,"Cods, hakes, haddocks",Total fishing areas,9.69
2015,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,6
2015,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,591.39
2015,Latvia,All aquatic organisms,Total fishing areas,81304.53
2015,Latvia,"Salmons, trouts, smelts",Total fishing areas,1164.42
2015,Latvia,"Cods, hakes, haddocks",Total fishing areas,2998.01
2015,Latvia,"Herrings, sardines, anchovies",Total fishing areas,56302.36
2015,Latvia,"Tunas, bonitos, billfishes",Total fishing areas,22.8
2015,Latvia,European sprat - Sprattus sprattus,Total fishing areas,30500.85
2015,Lithuania,All aquatic organisms,Total fishing areas,72432.13
2015,Lithuania,"Salmons, trouts, smelts",Total fishing areas,129.79
2015,Lithuania,"Cods, hakes, haddocks",Total fishing areas,2135.41
2015,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,20307.54
2015,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,25.94
2015,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,11004.05
2015,Malta,All aquatic organisms,Total fishing areas,2436.93
2015,Malta,"Cods, hakes, haddocks",Total fishing areas,38.41
2015,Malta,"Herrings, sardines, anchovies",Total fishing areas,40
2015,Malta,"Tunas, bonitos, billfishes",Total fishing areas,734.2
2015,Malta,European sprat - Sprattus sprattus,Total fishing areas,36.72
2015,Netherlands,All aquatic organisms,Total fishing areas,364989.9
2015,Netherlands,"Salmons, trouts, smelts",Total fishing areas,2.4
2015,Netherlands,"Cods, hakes, haddocks",Total fishing areas,72364.8
2015,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,112875.8
2015,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,18.3
2015,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,3383.6
2015,Poland,All aquatic organisms,Total fishing areas,187051.13
2015,Poland,"Salmons, trouts, smelts",Total fishing areas,227.75
2015,Poland,"Cods, hakes, haddocks",Total fishing areas,21163.38
2015,Poland,"Herrings, sardines, anchovies",Total fishing areas,104591.9
2015,Poland,"Tunas, bonitos, billfishes",Total fishing areas,8.8
2015,Poland,European sprat - Sprattus sprattus,Total fishing areas,64172.77
2015,Portugal,All aquatic organisms,Total fishing areas,185217.03
2015,Portugal,"Cods, hakes, haddocks",Total fishing areas,14653.06
2015,Portugal,"Herrings, sardines, anchovies",Total fishing areas,16554.07
2015,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,9277.68
2015,Romania,All aquatic organisms,Total fishing areas,4842.57
2015,Romania,"Cods, hakes, haddocks",Total fishing areas,0.09
2015,Romania,"Herrings, sardines, anchovies",Total fishing areas,218.3
2015,Romania,European sprat - Sprattus sprattus,Total fishing areas,106.33
2015,Slovenia,All aquatic organisms,Total fishing areas,191.2
2015,Slovenia,"Cods, hakes, haddocks",Total fishing areas,13.9
2015,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,59.9
2015,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2015,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,1.2
2015,Finland,All aquatic organisms,Total fishing areas,153394.49
2015,Finland,"Salmons, trouts, smelts",Total fishing areas,2328.64
2015,Finland,"Cods, hakes, haddocks",Total fishing areas,415.51
2015,Finland,"Herrings, sardines, anchovies",Total fishing areas,143590.11
2015,Finland,European sprat - Sprattus sprattus,Total fishing areas,11875.26
2015,Sweden,All aquatic organisms,Total fishing areas,202946.25
2015,Sweden,"Salmons, trouts, smelts",Total fishing areas,2252.84
2015,Sweden,"Cods, hakes, haddocks",Total fishing areas,10669.41
2015,Sweden,"Herrings, sardines, anchovies",Total fishing areas,147992.32
2015,Sweden,"Tunas, bonitos, billfishes",Total fishing areas,0.81
2015,Sweden,European sprat - Sprattus sprattus,Total fishing areas,50979.73
2015,United Kingdom,All aquatic organisms,Total fishing areas,701769.12
2015,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,0.82
2015,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,139370.39
2015,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,101841.62
2015,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,123.88
2015,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,3752.42
2015,Iceland,All aquatic organisms,Total fishing areas,1317153
2015,Iceland,"Cods, hakes, haddocks",Total fishing areas,567380
2015,Iceland,"Herrings, sardines, anchovies",Total fishing areas,109355
2015,Iceland,"Tunas, bonitos, billfishes",Total fishing areas,37
2015,Norway,All aquatic organisms,Total fishing areas,2146073.76
2015,Norway,"Salmons, trouts, smelts",Total fishing areas,4.3
2015,Norway,"Cods, hakes, haddocks",Total fishing areas,1246381.92
2015,Norway,"Herrings, sardines, anchovies",Total fishing areas,322831.85
2015,Norway,"Tunas, bonitos, billfishes",Total fishing areas,8.33
2015,Norway,European sprat - Sprattus sprattus,Total fishing areas,9699.64
2015,Turkey,All aquatic organisms,Total fishing areas,397730.7
2015,Turkey,"Cods, hakes, haddocks",Total fishing areas,13871.7
2015,Turkey,"Herrings, sardines, anchovies",Total fishing areas,287181.3
2015,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,6553.8
2015,Turkey,European sprat - Sprattus sprattus,Total fishing areas,76995.6
2016,European Union (current composition),"Cods, hakes, haddocks",Total fishing areas,767217.94
2016,European Union (current composition),"Herrings, sardines, anchovies",Total fishing areas,1664423.08
2016,Belgium,All aquatic organisms,Total fishing areas,26860
2016,Belgium,"Cods, hakes, haddocks",Total fishing areas,2361.1
2016,Belgium,"Herrings, sardines, anchovies",Total fishing areas,30.1
2016,Bulgaria,All aquatic organisms,Total fishing areas,8626.58
2016,Bulgaria,"Cods, hakes, haddocks",Total fishing areas,11.68
2016,Bulgaria,"Herrings, sardines, anchovies",Total fishing areas,2349.98
2016,Bulgaria,"Tunas, bonitos, billfishes",Total fishing areas,68.24
2016,Bulgaria,European sprat - Sprattus sprattus,Total fishing areas,2295.51
2016,Denmark,All aquatic organisms,Total fishing areas,670212.83
2016,Denmark,"Salmons, trouts, smelts",Total fishing areas,113.37
2016,Denmark,"Cods, hakes, haddocks",Total fishing areas,103234.15
2016,Denmark,"Herrings, sardines, anchovies",Total fishing areas,383075.86
2016,Denmark,"Tunas, bonitos, billfishes",Total fishing areas,1.29
2016,Denmark,European sprat - Sprattus sprattus,Total fishing areas,219217.26
2016,Germany (until 1990 former territory of the FRG),All aquatic organisms,Total fishing areas,240569.72
2016,Germany (until 1990 former territory of the FRG),"Salmons, trouts, smelts",Total fishing areas,41.04
2016,Germany (until 1990 former territory of the FRG),"Cods, hakes, haddocks",Total fishing areas,43602.22
2016,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,103882.81
2016,Germany (until 1990 former territory of the FRG),"Tunas, bonitos, billfishes",Total fishing areas,3.51
2016,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,16505.49
2016,Estonia,All aquatic organisms,Total fishing areas,72421.83
2016,Estonia,"Salmons, trouts, smelts",Total fishing areas,744.58
2016,Estonia,"Cods, hakes, haddocks",Total fishing areas,616.56
2016,Estonia,"Herrings, sardines, anchovies",Total fishing areas,57455.64
2016,Estonia,European sprat - Sprattus sprattus,Total fishing areas,23686.94
2016,Ireland,All aquatic organisms,Total fishing areas,230272.62
2016,Ireland,"Cods, hakes, haddocks",Total fishing areas,46383.98
2016,Ireland,"Herrings, sardines, anchovies",Total fishing areas,24312.29
2016,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,2437.65
2016,Ireland,European sprat - Sprattus sprattus,Total fishing areas,4763.28
2016,Greece,"Cods, hakes, haddocks",Total fishing areas,4088.86
2016,Greece,"Herrings, sardines, anchovies",Total fishing areas,23497.85
2016,Greece,"Tunas, bonitos, billfishes",Total fishing areas,3844.9
2016,Greece,European sprat - Sprattus sprattus,Total fishing areas,36.05
2016,Spain,All aquatic organisms,Total fishing areas,859744.95
2016,Spain,"Salmons, trouts, smelts",Total fishing areas,2.41
2016,Spain,"Cods, hakes, haddocks",Total fishing areas,177400.04
2016,Spain,"Herrings, sardines, anchovies",Total fishing areas,81856.26
2016,Spain,"Tunas, bonitos, billfishes",Total fishing areas,268897.35
2016,Spain,European sprat - Sprattus sprattus,Total fishing areas,0.08
2016,France,All aquatic organisms,Total fishing areas,524828.26
2016,France,"Salmons, trouts, smelts",Total fishing areas,71.13
2016,France,"Cods, hakes, haddocks",Total fishing areas,109296.38
2016,France,"Herrings, sardines, anchovies",Total fishing areas,64260.25
2016,France,"Tunas, bonitos, billfishes",Total fishing areas,102303.47
2016,France,European sprat - Sprattus sprattus,Total fishing areas,10.58
2016,Croatia,All aquatic organisms,Total fishing areas,71864.35
2016,Croatia,"Salmons, trouts, smelts",Total fishing areas,0.03
2016,Croatia,"Cods, hakes, haddocks",Total fishing areas,904.26
2016,Croatia,"Herrings, sardines, anchovies",Total fishing areas,62171.27
2016,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,604.95
2016,Croatia,European sprat - Sprattus sprattus,Total fishing areas,44.38
2016,Italy,All aquatic organisms,Total fishing areas,192602.6
2016,Italy,"Cods, hakes, haddocks",Total fishing areas,10292.1
2016,Italy,"Herrings, sardines, anchovies",Total fishing areas,67559.7
2016,Italy,"Tunas, bonitos, billfishes",Total fishing areas,14538.6
2016,Italy,European sprat - Sprattus sprattus,Total fishing areas,54.6
2016,Cyprus,All aquatic organisms,Total fishing areas,1481.8
2016,Cyprus,"Cods, hakes, haddocks",Total fishing areas,7.9
2016,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,6.9
2016,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,693.9
2016,Latvia,All aquatic organisms,Total fishing areas,114654.78
2016,Latvia,"Salmons, trouts, smelts",Total fishing areas,600.43
2016,Latvia,"Cods, hakes, haddocks",Total fishing areas,2716.9
2016,Latvia,"Herrings, sardines, anchovies",Total fishing areas,60428.38
2016,Latvia,European sprat - Sprattus sprattus,Total fishing areas,28103.47
2016,Lithuania,All aquatic organisms,Total fishing areas,105738.74
2016,Lithuania,"Salmons, trouts, smelts",Total fishing areas,122.8
2016,Lithuania,"Cods, hakes, haddocks",Total fishing areas,3149
2016,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,31314.75
2016,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,1193.73
2016,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,11548.02
2016,Malta,All aquatic organisms,Total fishing areas,2301.81
2016,Malta,"Cods, hakes, haddocks",Total fishing areas,25.13
2016,Malta,"Herrings, sardines, anchovies",Total fishing areas,30.69
2016,Malta,"Tunas, bonitos, billfishes",Total fishing areas,581.4
2016,Malta,European sprat - Sprattus sprattus,Total fishing areas,30.58
2016,Netherlands,All aquatic organisms,Total fishing areas,368349.3
2016,Netherlands,"Salmons, trouts, smelts",Total fishing areas,96.5
2016,Netherlands,"Cods, hakes, haddocks",Total fishing areas,64317.9
2016,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,140478.8
2016,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,240.8
2016,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,2016
2016,Poland,All aquatic organisms,Total fishing areas,196927.59
2016,Poland,"Salmons, trouts, smelts",Total fishing areas,282.13
2016,Poland,"Cods, hakes, haddocks",Total fishing areas,18167.74
2016,Poland,"Herrings, sardines, anchovies",Total fishing areas,106797.18
2016,Poland,"Tunas, bonitos, billfishes",Total fishing areas,7.21
2016,Poland,European sprat - Sprattus sprattus,Total fishing areas,60056.09
2016,Portugal,All aquatic organisms,Total fishing areas,180691.08
2016,Portugal,"Cods, hakes, haddocks",Total fishing areas,19304.41
2016,Portugal,"Herrings, sardines, anchovies",Total fishing areas,20835.16
2016,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,8926.1
2016,Romania,All aquatic organisms,Total fishing areas,7174
2016,Romania,"Cods, hakes, haddocks",Total fishing areas,0
2016,Romania,"Herrings, sardines, anchovies",Total fishing areas,151.7
2016,Romania,European sprat - Sprattus sprattus,Total fishing areas,49.28
2016,Slovenia,All aquatic organisms,Total fishing areas,146.1
2016,Slovenia,"Cods, hakes, haddocks",Total fishing areas,16.8
2016,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,35.5
2016,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2016,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,0.9
2016,Finland,All aquatic organisms,Total fishing areas,162586.42
2016,Finland,"Salmons, trouts, smelts",Total fishing areas,2114.85
2016,Finland,"Cods, hakes, haddocks",Total fishing areas,87.63
2016,Finland,"Herrings, sardines, anchovies",Total fishing areas,153385.48
2016,Finland,European sprat - Sprattus sprattus,Total fishing areas,16806.62
2016,Sweden,All aquatic organisms,Total fishing areas,197972.87
2016,Sweden,"Salmons, trouts, smelts",Total fishing areas,1975.32
2016,Sweden,"Cods, hakes, haddocks",Total fishing areas,9342.04
2016,Sweden,"Herrings, sardines, anchovies",Total fishing areas,173458.68
2016,Sweden,"Tunas, bonitos, billfishes",Total fishing areas,0
2016,Sweden,European sprat - Sprattus sprattus,Total fishing areas,56245.58
2016,United Kingdom,All aquatic organisms,Total fishing areas,699841.75
2016,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,4.73
2016,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,151891.18
2016,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,107047.86
2016,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,178.91
2016,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,5067.06
2016,Iceland,All aquatic organisms,Total fishing areas,1069546
2016,Norway,All aquatic organisms,Total fishing areas,1872617.07
2016,Norway,"Salmons, trouts, smelts",Total fishing areas,6.17
2016,Norway,"Cods, hakes, haddocks",Total fishing areas,1068551.14
2016,Norway,"Herrings, sardines, anchovies",Total fishing areas,373509.32
2016,Norway,"Tunas, bonitos, billfishes",Total fishing areas,43.87
2016,Norway,European sprat - Sprattus sprattus,Total fishing areas,21702.93
2016,Turkey,All aquatic organisms,Total fishing areas,301463.6
2016,Turkey,"Cods, hakes, haddocks",Total fishing areas,12335
2016,Turkey,"Herrings, sardines, anchovies",Total fishing areas,170982.2
2016,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,41476.2
2016,Turkey,European sprat - Sprattus sprattus,Total fishing areas,50224.9
