TIME,GEO,SPECIES,FISHREG,Value
2011,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,73972.11
2011,Germany (until 1990 former territory of the FRG),"Tunas, bonitos, billfishes",Total fishing areas,770.15
2011,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,14674.44
2011,Estonia,All aquatic organisms,Total fishing areas,78631.85
2011,Estonia,"Salmons, trouts, smelts",Total fishing areas,231.95
2011,Estonia,"Cods, hakes, haddocks",Total fishing areas,2889.76
2011,Estonia,"Herrings, sardines, anchovies",Total fishing areas,60301.54
2011,Estonia,European sprat - Sprattus sprattus,Total fishing areas,34976.3
2011,Ireland,All aquatic organisms,Total fishing areas,206177.33
2011,Ireland,"Cods, hakes, haddocks",Total fishing areas,16221.43
2011,Ireland,"Herrings, sardines, anchovies",Total fishing areas,30011.04
2011,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,3604.27
2011,Ireland,European sprat - Sprattus sprattus,Total fishing areas,3930.8
2011,Greece,All aquatic organisms,Total fishing areas,62847.36
2011,Greece,"Cods, hakes, haddocks",Total fishing areas,4780.9
2011,Greece,"Herrings, sardines, anchovies",Total fishing areas,16069.8
2011,Greece,"Tunas, bonitos, billfishes",Total fishing areas,3380.68
2011,Greece,European sprat - Sprattus sprattus,Total fishing areas,85.1
2011,Spain,All aquatic organisms,Total fishing areas,798558.55
2011,Spain,"Salmons, trouts, smelts",Total fishing areas,25.59
2011,Spain,"Cods, hakes, haddocks",Total fishing areas,117985.42
2011,Spain,"Herrings, sardines, anchovies",Total fishing areas,88142.1
2011,Spain,"Tunas, bonitos, billfishes",Total fishing areas,166530.04
2011,Spain,European sprat - Sprattus sprattus,Total fishing areas,0.41
2011,France,All aquatic organisms,Total fishing areas,486847.7
2011,France,"Salmons, trouts, smelts",Total fishing areas,98.7
2011,France,"Cods, hakes, haddocks",Total fishing areas,93528.09
2011,France,"Herrings, sardines, anchovies",Total fishing areas,43579.93
2011,France,"Tunas, bonitos, billfishes",Total fishing areas,87768.35
2011,France,European sprat - Sprattus sprattus,Total fishing areas,72.55
2011,Croatia,All aquatic organisms,Total fishing areas,70534.02
2011,Croatia,"Cods, hakes, haddocks",Total fishing areas,946.26
2011,Croatia,"Herrings, sardines, anchovies",Total fishing areas,60574.33
2011,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,467.23
2011,Croatia,European sprat - Sprattus sprattus,Total fishing areas,61.94
2011,Italy,All aquatic organisms,Total fishing areas,212729.6
2011,Italy,"Cods, hakes, haddocks",Total fishing areas,13831.2
2011,Italy,"Herrings, sardines, anchovies",Total fishing areas,61217.6
2011,Italy,"Tunas, bonitos, billfishes",Total fishing areas,12120.9
2011,Italy,European sprat - Sprattus sprattus,Total fishing areas,99.7
2011,Cyprus,All aquatic organisms,Total fishing areas,1162.9
2011,Cyprus,"Cods, hakes, haddocks",Total fishing areas,8.7
2011,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,2.8
2011,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,296.3
2011,Latvia,All aquatic organisms,Total fishing areas,156130.15
2011,Latvia,"Salmons, trouts, smelts",Total fishing areas,1483.2
2011,Latvia,"Cods, hakes, haddocks",Total fishing areas,5049
2011,Latvia,"Herrings, sardines, anchovies",Total fishing areas,102614.59
2011,Latvia,"Tunas, bonitos, billfishes",Total fishing areas,2374.3
2011,Latvia,European sprat - Sprattus sprattus,Total fishing areas,33055.88
2011,Lithuania,All aquatic organisms,Total fishing areas,137085
2011,Lithuania,"Salmons, trouts, smelts",Total fishing areas,36
2011,Lithuania,"Cods, hakes, haddocks",Total fishing areas,3165.31
2011,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,74093
2011,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,2319
2011,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,9730
2011,Malta,All aquatic organisms,Total fishing areas,1919.86
2011,Malta,"Cods, hakes, haddocks",Total fishing areas,28.73
2011,Malta,"Herrings, sardines, anchovies",Total fishing areas,8.54
2011,Malta,"Tunas, bonitos, billfishes",Total fishing areas,708.21
2011,Netherlands,All aquatic organisms,Total fishing areas,364953
2011,Netherlands,"Salmons, trouts, smelts",Total fishing areas,114
2011,Netherlands,"Cods, hakes, haddocks",Total fishing areas,8229
2011,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,150817
2011,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,2267
2011,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,6144
2011,Poland,All aquatic organisms,Total fishing areas,175606.38
2011,Poland,"Salmons, trouts, smelts",Total fishing areas,287.63
2011,Poland,"Cods, hakes, haddocks",Total fishing areas,16925.75
2011,Poland,"Herrings, sardines, anchovies",Total fishing areas,118955.78
2011,Poland,"Tunas, bonitos, billfishes",Total fishing areas,608.06
2011,Poland,European sprat - Sprattus sprattus,Total fishing areas,56489.63
2011,Portugal,All aquatic organisms,Total fishing areas,213905.14
2011,Portugal,"Salmons, trouts, smelts",Total fishing areas,7.71
2011,Portugal,"Cods, hakes, haddocks",Total fishing areas,14365.77
2011,Portugal,"Herrings, sardines, anchovies",Total fishing areas,60207.42
2011,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,16118.11
2011,Romania,All aquatic organisms,Total fishing areas,537.2
2011,Romania,"Cods, hakes, haddocks",Total fishing areas,0.2
2011,Romania,"Herrings, sardines, anchovies",Total fishing areas,173
2011,Romania,European sprat - Sprattus sprattus,Total fishing areas,132
2011,Slovenia,All aquatic organisms,Total fishing areas,714.07
2011,Slovenia,"Cods, hakes, haddocks",Total fishing areas,56.2
2011,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,474.95
2011,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2011,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,5.67
2011,Finland,All aquatic organisms,Total fishing areas,124827.45
2011,Finland,"Salmons, trouts, smelts",Total fishing areas,2632.66
2011,Finland,"Cods, hakes, haddocks",Total fishing areas,1118.8
2011,Finland,"Herrings, sardines, anchovies",Total fishing areas,113774.15
2011,Finland,European sprat - Sprattus sprattus,Total fishing areas,15772.46
2011,Sweden,All aquatic organisms,Total fishing areas,179836.3
2011,Sweden,"Salmons, trouts, smelts",Total fishing areas,1646.3
2011,Sweden,"Cods, hakes, haddocks",Total fishing areas,15431.6
2011,Sweden,"Herrings, sardines, anchovies",Total fishing areas,121453.5
2011,Sweden,European sprat - Sprattus sprattus,Total fishing areas,60574.3
2011,United Kingdom,All aquatic organisms,Total fishing areas,594604.53
2011,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,12.32
2011,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,97141.79
2011,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,78868.11
2011,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,511.53
2011,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,7271.3
2011,Iceland,All aquatic organisms,Total fishing areas,1153812.03
2011,Iceland,"Cods, hakes, haddocks",Total fishing areas,322749.53
2011,Iceland,"Herrings, sardines, anchovies",Total fishing areas,198462.73
2011,Iceland,"Tunas, bonitos, billfishes",Total fishing areas,2.35
2011,Norway,All aquatic organisms,Total fishing areas,2178091.63
2011,Norway,"Salmons, trouts, smelts",Total fishing areas,12.49
2011,Norway,"Cods, hakes, haddocks",Total fishing areas,750097.21
2011,Norway,"Herrings, sardines, anchovies",Total fishing areas,645938.03
2011,Norway,European sprat - Sprattus sprattus,Total fishing areas,12357.19
2011,Turkey,All aquatic organisms,Total fishing areas,477658.4
2011,Turkey,"Cods, hakes, haddocks",Total fishing areas,10391.2
2011,Turkey,"Herrings, sardines, anchovies",Total fishing areas,350340.8
2011,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,16120.9
2011,Turkey,European sprat - Sprattus sprattus,Total fishing areas,87140.8
2012,European Union (current composition),All aquatic organisms,Total fishing areas,4419339.64
2012,European Union (current composition),"Cods, hakes, haddocks",Total fishing areas,557749.73
2012,European Union (current composition),"Herrings, sardines, anchovies",Total fishing areas,1389243.58
2012,Belgium,All aquatic organisms,Total fishing areas,24371.2
2012,Belgium,"Cods, hakes, haddocks",Total fishing areas,2324.8
2012,Belgium,"Herrings, sardines, anchovies",Total fishing areas,4.8
2012,Belgium,European sprat - Sprattus sprattus,Total fishing areas,1
2012,Bulgaria,All aquatic organisms,Total fishing areas,8153.25
2012,Bulgaria,"Cods, hakes, haddocks",Total fishing areas,1.44
2012,Bulgaria,"Herrings, sardines, anchovies",Total fishing areas,2843.83
2012,Bulgaria,"Tunas, bonitos, billfishes",Total fishing areas,96.08
2012,Bulgaria,European sprat - Sprattus sprattus,Total fishing areas,2830.41
2012,Denmark,All aquatic organisms,Total fishing areas,502631.63
2012,Denmark,"Salmons, trouts, smelts",Total fishing areas,195.08
2012,Denmark,"Cods, hakes, haddocks",Total fishing areas,65991.21
2012,Denmark,"Herrings, sardines, anchovies",Total fishing areas,236862.39
2012,Denmark,European sprat - Sprattus sprattus,Total fishing areas,111705.76
2012,Germany (until 1990 former territory of the FRG),All aquatic organisms,Total fishing areas,205384.49
2012,Germany (until 1990 former territory of the FRG),"Salmons, trouts, smelts",Total fishing areas,61.24
2012,Germany (until 1990 former territory of the FRG),"Cods, hakes, haddocks",Total fishing areas,37447.6
2012,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,77621.18
2012,Germany (until 1990 former territory of the FRG),"Tunas, bonitos, billfishes",Total fishing areas,9.23
2012,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,11740.38
2012,Estonia,All aquatic organisms,Total fishing areas,63536.88
2012,Estonia,"Salmons, trouts, smelts",Total fishing areas,449.45
2012,Estonia,"Cods, hakes, haddocks",Total fishing areas,2572.49
2012,Estonia,"Herrings, sardines, anchovies",Total fishing areas,49744.67
2012,Estonia,European sprat - Sprattus sprattus,Total fishing areas,27697.27
2012,Ireland,All aquatic organisms,Total fishing areas,275916.8
2012,Ireland,"Cods, hakes, haddocks",Total fishing areas,26249.75
2012,Ireland,"Herrings, sardines, anchovies",Total fishing areas,38453.54
2012,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,3688.54
2012,Ireland,European sprat - Sprattus sprattus,Total fishing areas,9726.48
2012,Greece,All aquatic organisms,Total fishing areas,60725.53
2012,Greece,"Cods, hakes, haddocks",Total fishing areas,4694.66
2012,Greece,"Herrings, sardines, anchovies",Total fishing areas,16035.04
2012,Greece,"Tunas, bonitos, billfishes",Total fishing areas,2933.36
2012,Greece,European sprat - Sprattus sprattus,Total fishing areas,83.66
2012,Spain,All aquatic organisms,Total fishing areas,757827.64
2012,Spain,"Salmons, trouts, smelts",Total fishing areas,18.04
2012,Spain,"Cods, hakes, haddocks",Total fishing areas,116751.82
2012,Spain,"Herrings, sardines, anchovies",Total fishing areas,83225.06
2012,Spain,"Tunas, bonitos, billfishes",Total fishing areas,200685.57
2012,Spain,European sprat - Sprattus sprattus,Total fishing areas,1.75
2012,France,All aquatic organisms,Total fishing areas,461196.38
2012,France,"Salmons, trouts, smelts",Total fishing areas,96.38
2012,France,"Cods, hakes, haddocks",Total fishing areas,85440.72
2012,France,"Herrings, sardines, anchovies",Total fishing areas,53559.33
2012,France,"Tunas, bonitos, billfishes",Total fishing areas,80569.3
2012,France,European sprat - Sprattus sprattus,Total fishing areas,172.17
2012,Croatia,All aquatic organisms,Total fishing areas,63599.02
2012,Croatia,"Cods, hakes, haddocks",Total fishing areas,1145.44
2012,Croatia,"Herrings, sardines, anchovies",Total fishing areas,52253.94
2012,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,453.6
2012,Croatia,European sprat - Sprattus sprattus,Total fishing areas,141.97
2012,Italy,All aquatic organisms,Total fishing areas,195996.2
2012,Italy,"Cods, hakes, haddocks",Total fishing areas,12043.4
2012,Italy,"Herrings, sardines, anchovies",Total fishing areas,63454.2
2012,Italy,"Tunas, bonitos, billfishes",Total fishing areas,8993.4
2012,Italy,European sprat - Sprattus sprattus,Total fishing areas,35.1
2012,Cyprus,All aquatic organisms,Total fishing areas,1297.17
2012,Cyprus,"Cods, hakes, haddocks",Total fishing areas,10.95
2012,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,11.28
2012,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,386.19
2012,Latvia,All aquatic organisms,Total fishing areas,89501.11
2012,Latvia,"Salmons, trouts, smelts",Total fishing areas,1549.85
2012,Latvia,"Cods, hakes, haddocks",Total fishing areas,4291.85
2012,Latvia,"Herrings, sardines, anchovies",Total fishing areas,65545.84
2012,Latvia,"Tunas, bonitos, billfishes",Total fishing areas,48.8
2012,Latvia,European sprat - Sprattus sprattus,Total fishing areas,30719.45
2012,Lithuania,All aquatic organisms,Total fishing areas,70195.04
2012,Lithuania,"Salmons, trouts, smelts",Total fishing areas,0.85
2012,Lithuania,"Cods, hakes, haddocks",Total fishing areas,3220.27
2012,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,35364.1
2012,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,671.3
2012,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,11245.33
2012,Malta,All aquatic organisms,Total fishing areas,2203.86
2012,Malta,"Cods, hakes, haddocks",Total fishing areas,40.01
2012,Malta,"Herrings, sardines, anchovies",Total fishing areas,226.31
2012,Malta,"Tunas, bonitos, billfishes",Total fishing areas,689.12
2012,Netherlands,All aquatic organisms,Total fishing areas,345244
2012,Netherlands,"Salmons, trouts, smelts",Total fishing areas,215
2012,Netherlands,"Cods, hakes, haddocks",Total fishing areas,31299
2012,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,126469
2012,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,110
2012,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,3899
2012,Poland,All aquatic organisms,Total fishing areas,179694.41
2012,Poland,"Salmons, trouts, smelts",Total fishing areas,234.85
2012,Poland,"Cods, hakes, haddocks",Total fishing areas,19376.82
2012,Poland,"Herrings, sardines, anchovies",Total fishing areas,103751.61
2012,Poland,"Tunas, bonitos, billfishes",Total fishing areas,76.73
2012,Poland,European sprat - Sprattus sprattus,Total fishing areas,63115.19
2012,Portugal,All aquatic organisms,Total fishing areas,196055.72
2012,Portugal,"Salmons, trouts, smelts",Total fishing areas,1.12
2012,Portugal,"Cods, hakes, haddocks",Total fishing areas,16096.42
2012,Portugal,"Herrings, sardines, anchovies",Total fishing areas,33130.65
2012,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,14944.34
2012,Portugal,European sprat - Sprattus sprattus,Total fishing areas,0.03
2012,Romania,All aquatic organisms,Total fishing areas,810.7
2012,Romania,"Cods, hakes, haddocks",Total fishing areas,0.4
2012,Romania,"Herrings, sardines, anchovies",Total fishing areas,106.4
2012,Romania,European sprat - Sprattus sprattus,Total fishing areas,87.4
2012,Slovenia,All aquatic organisms,Total fishing areas,323.54
2012,Slovenia,"Cods, hakes, haddocks",Total fishing areas,80.87
2012,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,63.92
2012,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2012,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,1.95
2012,Finland,All aquatic organisms,Total fishing areas,138068.87
2012,Finland,"Salmons, trouts, smelts",Total fishing areas,2309.56
2012,Finland,"Cods, hakes, haddocks",Total fishing areas,1693.22
2012,Finland,"Herrings, sardines, anchovies",Total fishing areas,126490.76
2012,Finland,European sprat - Sprattus sprattus,Total fishing areas,8970.08
2012,Sweden,All aquatic organisms,Total fishing areas,150119.3
2012,Sweden,"Salmons, trouts, smelts",Total fishing areas,1753.8
2012,Sweden,"Cods, hakes, haddocks",Total fishing areas,15358.3
2012,Sweden,"Herrings, sardines, anchovies",Total fishing areas,117664.9
2012,Sweden,European sprat - Sprattus sprattus,Total fishing areas,50697.2
2012,United Kingdom,All aquatic organisms,Total fishing areas,626486.9
2012,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,8.9
2012,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,111618.3
2012,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,106360.8
2012,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,876.3
2012,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,7283.9
2012,Iceland,All aquatic organisms,Total fishing areas,1452331.7
2012,Iceland,"Cods, hakes, haddocks",Total fishing areas,390781.3
2012,Iceland,"Herrings, sardines, anchovies",Total fishing areas,193319
2012,Iceland,"Tunas, bonitos, billfishes",Total fishing areas,5
2012,Norway,All aquatic organisms,Total fishing areas,2046923.68
2012,Norway,"Salmons, trouts, smelts",Total fishing areas,265.37
2012,Norway,"Cods, hakes, haddocks",Total fishing areas,853508.96
2012,Norway,"Herrings, sardines, anchovies",Total fishing areas,621077.27
2012,Norway,European sprat - Sprattus sprattus,Total fishing areas,10364.04
2012,Turkey,All aquatic organisms,Total fishing areas,396322
2012,Turkey,"Cods, hakes, haddocks",Total fishing areas,8269
2012,Turkey,"Herrings, sardines, anchovies",Total fishing areas,204321.6
2012,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,38993
2012,Turkey,European sprat - Sprattus sprattus,Total fishing areas,12091.7
2013,European Union (current composition),All aquatic organisms,Total fishing areas,4828990.3
2013,European Union (current composition),"Cods, hakes, haddocks",Total fishing areas,651140.02
2013,European Union (current composition),"Herrings, sardines, anchovies",Total fishing areas,1389187.73
2013,Belgium,All aquatic organisms,Total fishing areas,25377.4
2013,Belgium,"Cods, hakes, haddocks",Total fishing areas,2435.5
2013,Belgium,"Herrings, sardines, anchovies",Total fishing areas,23.4
2013,Belgium,European sprat - Sprattus sprattus,Total fishing areas,1
2013,Bulgaria,All aquatic organisms,Total fishing areas,9534.54
2013,Bulgaria,"Cods, hakes, haddocks",Total fishing areas,5.31
2013,Bulgaria,"Herrings, sardines, anchovies",Total fishing areas,3805.09
2013,Bulgaria,"Tunas, bonitos, billfishes",Total fishing areas,6.13
2013,Bulgaria,European sprat - Sprattus sprattus,Total fishing areas,3794.15
2013,Denmark,All aquatic organisms,Total fishing areas,668338.23
2013,Denmark,"Salmons, trouts, smelts",Total fishing areas,299.94
2013,Denmark,"Cods, hakes, haddocks",Total fishing areas,73776.23
2013,Denmark,"Herrings, sardines, anchovies",Total fishing areas,237454.48
2013,Denmark,European sprat - Sprattus sprattus,Total fishing areas,96386.17
2013,Germany (until 1990 former territory of the FRG),All aquatic organisms,Total fishing areas,219000.5
2013,Germany (until 1990 former territory of the FRG),"Salmons, trouts, smelts",Total fishing areas,48.98
2013,Germany (until 1990 former territory of the FRG),"Cods, hakes, haddocks",Total fishing areas,39217.94
2013,Germany (until 1990 former territory of the FRG),"Herrings, sardines, anchovies",Total fishing areas,84305.64
2013,Germany (until 1990 former territory of the FRG),European sprat - Sprattus sprattus,Total fishing areas,11898.68
2013,Estonia,All aquatic organisms,Total fishing areas,66763.49
2013,Estonia,"Salmons, trouts, smelts",Total fishing areas,564.05
2013,Estonia,"Cods, hakes, haddocks",Total fishing areas,1108.64
2013,Estonia,"Herrings, sardines, anchovies",Total fishing areas,51745.65
2013,Estonia,European sprat - Sprattus sprattus,Total fishing areas,29805.07
2013,Ireland,All aquatic organisms,Total fishing areas,246240.08
2013,Ireland,"Cods, hakes, haddocks",Total fishing areas,31636.04
2013,Ireland,"Herrings, sardines, anchovies",Total fishing areas,28882.49
2013,Ireland,"Tunas, bonitos, billfishes",Total fishing areas,2246.94
2013,Ireland,European sprat - Sprattus sprattus,Total fishing areas,5453.72
2013,Greece,All aquatic organisms,Total fishing areas,63638.21
2013,Greece,"Cods, hakes, haddocks",Total fishing areas,6009.89
2013,Greece,"Herrings, sardines, anchovies",Total fishing areas,17005.17
2013,Greece,"Tunas, bonitos, billfishes",Total fishing areas,3967.97
2013,Greece,European sprat - Sprattus sprattus,Total fishing areas,71.81
2013,Spain,All aquatic organisms,Total fishing areas,904125.82
2013,Spain,"Salmons, trouts, smelts",Total fishing areas,4.76
2013,Spain,"Cods, hakes, haddocks",Total fishing areas,145135.44
2013,Spain,"Herrings, sardines, anchovies",Total fishing areas,85406.49
2013,Spain,"Tunas, bonitos, billfishes",Total fishing areas,272337.44
2013,Spain,European sprat - Sprattus sprattus,Total fishing areas,1.02
2013,France,All aquatic organisms,Total fishing areas,528731.84
2013,France,"Salmons, trouts, smelts",Total fishing areas,60.95
2013,France,"Cods, hakes, haddocks",Total fishing areas,102313.15
2013,France,"Herrings, sardines, anchovies",Total fishing areas,62689.19
2013,France,"Tunas, bonitos, billfishes",Total fishing areas,89148.99
2013,France,European sprat - Sprattus sprattus,Total fishing areas,2.24
2013,Croatia,All aquatic organisms,Total fishing areas,75267.23
2013,Croatia,"Cods, hakes, haddocks",Total fishing areas,1328.86
2013,Croatia,"Herrings, sardines, anchovies",Total fishing areas,62128.2
2013,Croatia,"Tunas, bonitos, billfishes",Total fishing areas,526.65
2013,Croatia,European sprat - Sprattus sprattus,Total fishing areas,65.47
2013,Italy,All aquatic organisms,Total fishing areas,172906.5
2013,Italy,"Cods, hakes, haddocks",Total fishing areas,12424.6
2013,Italy,"Herrings, sardines, anchovies",Total fishing areas,52747.1
2013,Italy,"Tunas, bonitos, billfishes",Total fishing areas,8150.4
2013,Italy,European sprat - Sprattus sprattus,Total fishing areas,97.1
2013,Cyprus,All aquatic organisms,Total fishing areas,1165.6
2013,Cyprus,"Cods, hakes, haddocks",Total fishing areas,10.6
2013,Cyprus,"Herrings, sardines, anchovies",Total fishing areas,16.2
2013,Cyprus,"Tunas, bonitos, billfishes",Total fishing areas,436.8
2013,Latvia,All aquatic organisms,Total fishing areas,115759.26
2013,Latvia,"Salmons, trouts, smelts",Total fishing areas,2536.61
2013,Latvia,"Cods, hakes, haddocks",Total fishing areas,2582.5
2013,Latvia,"Herrings, sardines, anchovies",Total fishing areas,65071.45
2013,Latvia,"Tunas, bonitos, billfishes",Total fishing areas,47.7
2013,Latvia,European sprat - Sprattus sprattus,Total fishing areas,33309.8
2013,Lithuania,All aquatic organisms,Total fishing areas,74802.81
2013,Lithuania,"Salmons, trouts, smelts",Total fishing areas,107.29
2013,Lithuania,"Cods, hakes, haddocks",Total fishing areas,1794.43
2013,Lithuania,"Herrings, sardines, anchovies",Total fishing areas,19205.14
2013,Lithuania,"Tunas, bonitos, billfishes",Total fishing areas,361.02
2013,Lithuania,European sprat - Sprattus sprattus,Total fishing areas,5775.14
2013,Malta,All aquatic organisms,Total fishing areas,2354.94
2013,Malta,"Cods, hakes, haddocks",Total fishing areas,30.85
2013,Malta,"Herrings, sardines, anchovies",Total fishing areas,219.27
2013,Malta,"Tunas, bonitos, billfishes",Total fishing areas,742.87
2013,Netherlands,All aquatic organisms,Total fishing areas,324370
2013,Netherlands,"Salmons, trouts, smelts",Total fishing areas,164
2013,Netherlands,"Cods, hakes, haddocks",Total fishing areas,55144
2013,Netherlands,"Herrings, sardines, anchovies",Total fishing areas,102155
2013,Netherlands,"Tunas, bonitos, billfishes",Total fishing areas,2
2013,Netherlands,European sprat - Sprattus sprattus,Total fishing areas,1140
2013,Poland,All aquatic organisms,Total fishing areas,195477.15
2013,Poland,"Salmons, trouts, smelts",Total fishing areas,213.51
2013,Poland,"Cods, hakes, haddocks",Total fishing areas,19611.48
2013,Poland,"Herrings, sardines, anchovies",Total fishing areas,121970.88
2013,Poland,"Tunas, bonitos, billfishes",Total fishing areas,233.87
2013,Poland,European sprat - Sprattus sprattus,Total fishing areas,80987.74
2013,Portugal,All aquatic organisms,Total fishing areas,194609.64
2013,Portugal,"Salmons, trouts, smelts",Total fishing areas,1.05
2013,Portugal,"Cods, hakes, haddocks",Total fishing areas,18690.31
2013,Portugal,"Herrings, sardines, anchovies",Total fishing areas,28239.74
2013,Portugal,"Tunas, bonitos, billfishes",Total fishing areas,13960.53
2013,Portugal,European sprat - Sprattus sprattus,Total fishing areas,0.02
2013,Romania,All aquatic organisms,Total fishing areas,1617.4
2013,Romania,"Cods, hakes, haddocks",Total fishing areas,1.12
2013,Romania,"Herrings, sardines, anchovies",Total fishing areas,170.98
2013,Romania,European sprat - Sprattus sprattus,Total fishing areas,60
2013,Slovenia,All aquatic organisms,Total fishing areas,232.33
2013,Slovenia,"Salmons, trouts, smelts",Total fishing areas,0
2013,Slovenia,"Cods, hakes, haddocks",Total fishing areas,57.68
2013,Slovenia,"Herrings, sardines, anchovies",Total fishing areas,52.18
2013,Slovenia,"Tunas, bonitos, billfishes",Total fishing areas,0
2013,Slovenia,European sprat - Sprattus sprattus,Total fishing areas,2.32
2013,Finland,All aquatic organisms,Total fishing areas,144297
2013,Finland,"Salmons, trouts, smelts",Total fishing areas,2874
2013,Finland,"Cods, hakes, haddocks",Total fishing areas,454
2013,Finland,"Herrings, sardines, anchovies",Total fishing areas,133404
2013,Finland,European sprat - Sprattus sprattus,Total fishing areas,11086
2013,Sweden,All aquatic organisms,Total fishing areas,176788.6
2013,Sweden,"Salmons, trouts, smelts",Total fishing areas,1804.1
2013,Sweden,"Cods, hakes, haddocks",Total fishing areas,10004.7
2013,Sweden,"Herrings, sardines, anchovies",Total fishing areas,130133.7
2013,Sweden,European sprat - Sprattus sprattus,Total fishing areas,52909.2
2013,United Kingdom,All aquatic organisms,Total fishing areas,617591.73
2013,United Kingdom,"Salmons, trouts, smelts",Total fishing areas,8.65
2013,United Kingdom,"Cods, hakes, haddocks",Total fishing areas,127366.76
2013,United Kingdom,"Herrings, sardines, anchovies",Total fishing areas,102356.3
2013,United Kingdom,"Tunas, bonitos, billfishes",Total fishing areas,609.19
2013,United Kingdom,European sprat - Sprattus sprattus,Total fishing areas,4800.16
2013,Iceland,All aquatic organisms,Total fishing areas,1383638.11
2013,Iceland,"Salmons, trouts, smelts",Total fishing areas,0.01
2013,Iceland,"Cods, hakes, haddocks",Total fishing areas,465402.4
2013,Iceland,"Herrings, sardines, anchovies",Total fishing areas,157537
2013,Iceland,"Tunas, bonitos, billfishes",Total fishing areas,4
2013,Norway,All aquatic organisms,Total fishing areas,1943911.72
2013,Norway,"Salmons, trouts, smelts",Total fishing areas,197.54
2013,Norway,"Cods, hakes, haddocks",Total fishing areas,998311.55
2013,Norway,"Herrings, sardines, anchovies",Total fishing areas,510055.39
2013,Norway,"Tunas, bonitos, billfishes",Total fishing areas,0.31
2013,Norway,European sprat - Sprattus sprattus,Total fishing areas,2936.26
2013,Turkey,All aquatic organisms,Total fishing areas,339046.9
2013,Turkey,"Cods, hakes, haddocks",Total fishing areas,10087
2013,Turkey,"Herrings, sardines, anchovies",Total fishing areas,213298.2
2013,Turkey,"Tunas, bonitos, billfishes",Total fishing areas,16125.5
2013,Turkey,European sprat - Sprattus sprattus,Total fishing areas,9764
2014,European Union (current composition),All aquatic organisms,Total fishing areas,5382309.7
2014,European Union (current composition),"Cods, hakes, haddocks",Total fishing areas,733162.89
2014,European Union (current composition),"Herrings, sardines, anchovies",Total fishing areas,1545435.12
2014,Belgium,All aquatic organisms,Total fishing areas,26508.6
2014,Belgium,"Cods, hakes, haddocks",Total fishing areas,2766.3
2014,Belgium,"Herrings, sardines, anchovies",Total fishing areas,29.6
2014,Belgium,European sprat - Sprattus sprattus,Total fishing areas,0.4
2014,Bulgaria,All aquatic organisms,Total fishing areas,8564.9
2014,Bulgaria,"Cods, hakes, haddocks",Total fishing areas,4.1
2014,Bulgaria,"Herrings, sardines, anchovies",Total fishing areas,2660
2014,Bulgaria,"Tunas, bonitos, billfishes",Total fishing areas,5.5
2014,Bulgaria,European sprat - Sprattus sprattus,Total fishing areas,2287.2
